# originalSize GZIP BZIP2 LZ78
1000 .23800000000000000000 .23000000000000000000 .16300000000000000000
10000 .16860000000000000000 .17040000000000000000 .15080000000000000000
100000 .16003000000000000000 .16104000000000000000 .14422000000000000000
1000000 .15914700000000000000 .16023200000000000000 .14018500000000000000
10000000 .15892260000000000000 .16010030000000000000 .13762300000000000000
100000000 .15895578000000000000 .16010957000000000000 .13584590000000000000
1000000000 .15895836800000000000 .16010261300000000000 .13450573700000000000
